,순위,title,genre,year,date,rating,vote_count,plot,main_act,,
2593,207.0,바람과 함께 사라지다 하,드라마,,,6,1,"미국의 남북전쟁과 패전 그리고 재건시대의 조지아주를 배경으로 씌어진 방대한 작품이다. 이 소설은 전쟁에 의한 급격한 사회 변화 속에 휩싸인 등장 인물들의 삶과 사랑과 죽음을 생생하게 묘사하고 있다. 격심한 시련을 겪으며 살아 남기 위해 투쟁하는 그 처절한 모습들은 이 소설의 긴장감을 더해 준다. 이 소설에 등장하는 인물들은 대부분 가공적이거나 비현실적 인물들이 아니다. 바로 그 시대에 그러한 곳에서 그와 같은 일을 하고 생각하고 생존했을 지극히 자연스러운 인물들이다. 이 소설이 읽는 이로 하여금 유난히 친밀감을 느끼게 하는 것은 바로 이런 이유 때문이다.특히 여주인공 스칼렛의 생존 의지와 애슐리에 대한 헌신적이고도 야생적인 사랑, 그리고 냉소적인 실리주의자 버틀러와의 줄다리기는 이 소설에 흥미와 매력을 더해..",마가렛 미첼,,
2594,208.0,황혼의 집,드라마,,,6,1,"왜곡된 삶의 현실과 부조리를 형사오하하는 절도 있는 문체의 힘6,70년대 삶의 모습을 현실감 넘치는 문체 속에 실어 보이는 윤흥길의 중단편 소설집. 6ㆍ25 전쟁을 겪은 서민들의 삶을 다룬 <장마>, <황혼의 집> 등 중단편 8편이 수록되어 있다. 유년기에 6ㆍ25 전쟁을 겪으며 성장하였고, 성인이 되어서는 본격적인 산업화의 진행 속에서 피폐한 삶을 살 수밖에 없었던 한 세대의 애환을 조명하였다. <개정판>▶ 발간 30주년 기념 특별판문학과지성사에서 출간된 지 30년이 지난 작품의 의미를 되새기며, '발간 30주년 기념 특별판'을 출간한다. 저자의 꼼꼼한 수정과 새로운 본문 편집을 거쳐 특별 개정판으로 선보이고 있으며, 2006년을 시작으로 매년 한 권씩 선보인다.",윤흥길,,
2595,209.0,장 크리스토프 5,드라마,,,6,1,"노벨문학상 수상작가 로맹 롤랑의 대표작. 베토벤을 모델로 천재 음악가 장 크리스토프의 탄생에서부터 성장과 방황, 죽음에 이르기까지 한 인간의 영혼의 고투를 서사시적으로 그려냈다. 인생의 모든 오욕과 허위, 역경과 시련에 부딪히지만 끝내 좌절하지 않고 한 인간으로서 자신의 완성을 향해 나아가는 음악가 장 크리스토프를 통해 작가의 인간성에 대한 깊은 신뢰와 고결한 이상주의, 진리에 대한 사랑을 표현하고 있다.",로맹 롤랑,,
2596,210.0,제3의 사나이,드라마,,,6,1,"수준 높은 오락 소설을 발표해 수많은 독자들을 매료시킨 영국 작가 그레엄 그린의 대표작. 강대국들에게 점령당한 빈에서 페니실린 암거래를 취급하고 있는 해리 라임이라는 한 사나이에 얽힌 사연을 다루고 있다. 해리 라임의 세계는 기쁨, 아름다움, 신뢰, 성실성이 결여되어 있다. 그는 경찰 당국에 페니실린 암거래자로 지목된 후 교통사고로 사망한 것으로 추정된다. 이러한 사실을 전해 들은 해리의 친구 마틴스는 해리의 억울한 죽음의 누명을 벗기기 위해 쫓고 쫓기는 폭력의 세계로 뛰어든다. 치명적인 결과를 초래하게 될 악의 유혹과 선하게 살려는 인간적 열망 사이에서 방황하는 인간이 자기 능력의 한계점에 도달했을 때 보여주는 갖가지 심층적 모습을 냉정하게 그린 이 작품은 독자들에게 짙은 우수를 안겨준다.",그레이엄 그린,,
2597,211.0,시는 붉고 그림은 푸르네 1,드라마,,,6,1,"상하이 교육방송국에서 절찬리에 방영된 '시정화의'라는 프로그램의 강연 원고집이다. 시 100수에 그림 100편을 선생과 학생의 대화 형식으로 풀어가는 시화감상서로서, 선진 시대부터 청말과 현대에 이르기까지 2000여년에 걸친 중국 시와 회화의 발전상을 잘 보여주고 있다. 서술은 정확한 분석을 바탕으로 하면서도 생동감이 있고, 언어는 간결하지만 핵심이 충분히 드러나도록 평이하고 이해하기 쉽게 쓰여 있다.",황위펑,,
2598,212.0,꽃도 십자가도 없는 무덤,드라마,,,6,1,"전쟁과 폭력 앞에서 나약한 인간의 본능을 솔직하게 그려내고, 인간과 삶의 존엄성 및 사랑의 중요성을 일깨워주는 프랑스 작가 클로드 모르강의 자전적 실화소설.한 레지스탕스의 포로 수용소 생활, 친구 자크에 대한 동경과 질투, 아내 클레르에 대한 사랑, 반독일 항쟁이라는 소재를 다루었다. 평범하고 개인적이었던 한 프랑스 지식인이 나치의 침략 전쟁을 겪으며, 조국과 사랑하는 사람들을 위해 행동하는 양심으로 변화하고 발전하는 모습을 담담하고 치열하게 그려내고 있다.",클로드 모르강,,
2599,213.0,세계문학사의 전개,드라마,,,6,1,"세계문학사 이해의 새로운 원리와 방향을 제시한 책. 사냥을 생업으로 하는 사람들의 춤추고 굿하는 등의 '원시문학', 정치적 지배자 집단의 우월성을 나타내는 자기중심주의가 다양한 형태로 표현된 '고대문학', 공동문어문학에서 제시한 보편주의를 민족어 기록문학을 가지고도 서로 다른 양상으로 재창조한 '중세문학', 민중의식의 성장으로 구비문학의 재창조가 활성화 된 '중세에서 근대로의 이행기문학', 민족주의를 새로운 이념으로 제시한 '근대문학' 등으로 분류해 서술함으로써, 세계문학사의 전개를 한 눈에 볼 수 있도록 한 연구서이다.",조동일,,
2600,214.0,한순간 바람이 되어라 1,드라마,,,6,1,"2007년 일본 서점대상 1위 수상작!'달리기'라는 가장 단순한 스포츠를 소재로 젊은 날의 순수한 에너지와 열정, 새로운 희망과 용기의 메시지를 전하는 성장소설. 고등학생 신지가 '이어달리기'라는 목표를 설정하여 고교 3년 동안 성장해가는 과정을 그린 것으로, 작가는 이 책을 통해 인생이라는 긴 여정을 달리는 모든 이에게 건강한 희망의 메시지를 전하고 있다. 축구선수인 형의 영향으로 축구를 시작했지만, 재능 부족으로 중간에 꿈을 포기한 신지는 고등학교 진학 후 친구 렌과 함께 육상부에 가입한다. 달리기에 소질은 있지만 연습을 게을리하는 렌과 달리 신지는 처음부터 특별한 두각을 나타내지는 않았지만 성실하게 연습하며 차츰 달리기에 매료된다. 마침내 쟁쟁한 선배들을 제치고 400미터 릴레이주자로 선발된 신지는 전..",사토 다카코,,
2601,215.0,빌러비드,드라마,,,9,221,"노벨문학상 수상작가 토니 모리슨의 다섯번째 장편소설. 수려한 문체와 풍요로운 은유, 물오른 마술적 리얼리즘의 비전을 통해 남북전쟁 직후의 노예제와 노예제가 남긴 상처의 뿌리를 캐고 끔찍했던 과거의 악몽과 대면하여 미국 흑인 종족사의 상처를 치유하고자 한 작품으로 1988년 퓰리처상 수상작이다. 한 흑인 여성이 노예 사냥꾼에게 자기 아이를 빼앗기지 않기 위해 아이의 목을 베어버린 1856년에 미국 신시내티에서 벌어진 실제 사건을 모티브로 가해자인 백인이나 피해자인 흑인 모두 망각하고 싶어했던 '노예제'를 처절한 모성애를 통해 재조명함으로써, '사랑받지 못한 자'들의 역사를 새롭게 써내려간, 기념비적인 작품.",토니 모리슨,,
2602,216.0,악마의 시 상,드라마,,,6,1,"출간직후 이슬람교 모독죄로 작가에게 사형선고를 받게 했던 문제작. 모든 사람의 가슴 속에 깃들어 있는 선과 악의 문제를 예리하게 파헤친 살만 루시디 장편소설. 어느 겨울날 납치당한 봄베이발 여객기가 영국 해협 상공에서 폭발한다. 인도의 전설적 영화 배우 지브릴 파리슈타와 철두철미한 친영파이며 자신의 창조자이며 천 개의 목소리를 가진 살라딘 참차는 기적적으로 살아나게 된다. 그 후 지브릴에게는 후광이 생기고, 살라딘의 경우에는 다리에 텁수룩한 털이 자라고, 발이 발굽으로 바뀌고, 머리 양쪽에 뿔까지 돋아나는 등 각각 천사와 악마의 모습으로 변해가는데... 전2권. 휘트브레드 최우수 소설상, 독일 올해의 작가상 수상작.",살만 루슈디,,
2603,217.0,장 크리스토프 3,드라마,,,6,1,"노벨문학상 수상작가 로맹 롤랑의 대표작. 베토벤을 모델로 천재 음악가 장 크리스토프의 탄생에서부터 성장과 방황, 죽음에 이르기까지 한 인간의 영혼의 고투를 서사시적으로 그려냈다. 인생의 모든 오욕과 허위, 역경과 시련에 부딪히지만 끝내 좌절하지 않고 한 인간으로서 자신의 완성을 향해 나아가는 음악가 장 크리스토프를 통해 작가의 인간성에 대한 깊은 신뢰와 고결한 이상주의, 진리에 대한 사랑을 표현하고 있다.",로맹 롤랑,,
2604,218.0,앰 아이 블루?,드라마,,,6,1,"동성애를 주제로 미국의 저명한 청소년 문학 작가들에게 단편을 공모하여 엮은 소설집. 동성애자가 주인공이거나 동성애자를 친구나 가족으로 둔 사람들이 등장하는 단편 13편을 수록했다.호모포비아를 꼬집는 기발한 상상력이 돋보이는 「앰 아이 블루?」, 성정체성을 초월한 순수한 사랑을 서정적으로 그린 「위니와 토미」, 가슴 뭉클한 감동을 주는 「학부모의 밤」,「홀딩」,「마이클의 여동생」등 각기 다른 색채를 지닌 13편의 작품들이 실렸다. 동성애에 대한 올바른 관점과 뛰어난 문학성을 갖춘 작품들이 수록된 이 소설집은 자신의 성정체성을 고민하는 청소년들 뿐 아니라 그들의 곁에 있는 교사와 학부모, 또한 자신과 타인을 이해하려는 모든 이들에게 새로운 시각을 열어준다.",메리언 데인 바우어,,
2605,219.0,톨스토이의 비밀일기,드라마,,,6,1,"충실하게 열정적으로 삶을 살았던 러시아의 대문호 레프 니콜라예비치 톨스토이. 그에게 죽음은 어떤 모습으로 다가왔을까? 이 책은 매 순간 인간에 대한 사랑을 생각하고 진리를 향한 걸음을 늦추지 않았던 거장의 진솔한 모습이 담긴 그의 생애 마지막 석 달 동안의 일기와 그의 막내딸이자 동지였던 알렉산드라 리보브나 톨스타냐의 메모를 수록하고 있다.　톨스토이는 비밀일기를 통해 아내와의 갈등, 자식들에 대한 걱정, 아내와 소위 톨스토이주의자들의 불화를 토해낸다. 특히, 그가 가출을 단행한 1910년 10월 28일부터 11월 7일까지의 일기는 민중 속에서의 새로운 삶을 꿈꿨던 거장 톨스토이 내면에 존재했던 주저와 불안, 고통과 기쁨을 잘 보여준다. 또 근면과 섬세함, 발병과 혼수상태, 유머 등이 잘 드러나 있어 저자의 ..",레프 톨스토이,,
2606,220.0,이런 사랑,드라마,,,6,1,"심오한 주제를 독창적인 이야기로 풀어낸 이언 매큐언 최고의 작품!영국 현대문학을 대표하는 작가 이언 매큐언의 장편소설『이런 사랑』. 영화 <어톤먼트>의 원작자로도 알려져 있는 이언 매큐언은 다수의 상을 수상하며 그 문학성을 인정받았다. 사랑과 직업에서 성공을 이룬 중년의 조 로즈가 우연히 사고에 휘말리면서 낯선 남자의 병적인 사랑의 대상이 되고, 그로 인해 삶의 균열을 겪게 되는 이야기를 그리고 있다.돌풍이 휘몰아치는 어느 봄날, 헬륨 풍선에서 한 남자가 추락한다. 추락한 시신을 앞에 둔 조에게 찾아온 낯선 남자의 병적인 사랑. 사고 현장에서 조를 사랑하게 된 패리는 문 앞에서 그를 기다리고, 편지를 쓰며, 함께 하느님 나라에 가자고 망상의 드라마를 펼친다. 조의 안정된 삶과 완전한 사랑은 낯선 ..",이언 매큐언,,
2607,221.0,반딧불이의 무덤,드라마,,,6,1,"나오키 문학상과 지브리 스튜디오가 함께 엮어 낸 슬픈 기억에 관한 동화. 1945년, 전쟁이 끝날 무렵 폭격으로 어머니와 집을 잃어 고아가 된 오누이 세이타와 세츠코는 먼 친척집에 얹혀 살게 된다. 그러나 친척 아주머니의 냉대로 인해 그 집을 나와 방공호 굴 속에서 근근이 살아간다. 중학생 오빠인 세이타는 영양실조에 걸린 여동생 세츠코를 보살피기 위해 때로는 도둑질까지 하지만, 이미 운명은 이 아이들을 굶주림과 죽음이라는 냉혹한 벼랑 끝으로 내모는데.....",노사카 아키유키,,
2608,222.0,한국의 고전 시가,드라마,,,6,1,"이 책은 노래에 대한 기록이 나타나는 기원전 1~2세기부터 시작하여 19세기까지 약 2천여 년 동안 전해져 내려온 한국의 고전시가를 학문적 관점보다는 인간과 삶을 이해하는 데 초점을 맞추어 기술한 것이 특징이다. 한국의 고전시가에 대한 학문적 연구는 다방면으로 이루어져 왔고 지금도 이루어지고 있지만, 우리 삶에서 노래란 무엇인지, 노래를 통해 알 수 있는 옛날 사람들의 삶의 모습은 어떠한지를 꼼꼼하게 살핀 책으로는 거의 이 책이 유일하다고 할 수 있다. 이 책은 특히 ① 한국의 고전시가를 문학적 특질에 따라 구분하고 체계화한 연구는 상당하지만, 그 속에 담긴 사람ㆍ삶ㆍ노래의 본질 등에 주목한 책으로는 처음이며, ② 한국의 고전시가를 문학적 진지성의 관점에서 설명하기보다 우리가 일상에서 늘 가까이하는‘노래’라..",김대행,,
2609,223.0,타오르는 마음,드라마,,,6,1,"태양과 사막의 작가, '살아있는 가장 위대한 프랑스 작가'로 평가받는 르 클레지오의 신작. 일곱 개의 목소리가 들려주는 신비로운 노래와 같은 작품이다. 집을 떠나는 소녀, 한곳에 뿌리내리지 못하고 위험한 땅을 떠도는 여인, 어머니를 그리워하는 고아 소년 등, 생(生)에 대한 뜨거운 열정을 간직한 이들의 이야기가 사막과 대도시를 오가며 펼쳐진다. 투명하고 시적인 문체가 돋보이는 연약하지만 강렬한 생명력을 지닌 사람들의 빛나는 생에 바치는 송가.",르 클레지오,,
2610,224.0,분노의 포도 상,드라마,,,6,1,대공황 및 농업의 기계화에 밀려 땅을 빼앗기고 이주 길에 오른 조우드 일가의 비참한 노정을 통해 자본주의 사회의 모순과 결함을 고발한 장편 소설이다. 존 스타인 벡의 대표작인 동시에 가장 사회주의적 경향이 강한 이 작품은 출판되자마자 큰 사회적 선풍을 일으켰고 1940년에는 퓰리처상까지 수상했다. 초기에는 평론가들로부터 모든 사회 소설이 받기 쉬운 비난 즉 소설로서보다 보도물 내지 기록물적 성격이 강하다는 비난을 받기도 했다. 그러나 현대의 비평가들은 이 소설이 단순한 사회적 항의나 선전으로 타락해 버리는 것을 방지하는 몇가지 중요한 구성상의 기법들을 발견해 냈다. 성서적 구조 상징주의 문체의 다양한 변화 등이 그것이다. 수많은 장단편 가운데에서도 그의 회심의 대작 분노의 포도가 출판 된 것은 1939년 4..,존 스타인벡,,
2611,225.0,장 크리스토프 4,드라마,,,6,1,"노벨문학상 수상작가 로맹 롤랑의 대표작. 베토벤을 모델로 천재 음악가 장 크리스토프의 탄생에서부터 성장과 방황, 죽음에 이르기까지 한 인간의 영혼의 고투를 서사시적으로 그려냈다. 인생의 모든 오욕과 허위, 역경과 시련에 부딪히지만 끝내 좌절하지 않고 한 인간으로서 자신의 완성을 향해 나아가는 음악가 장 크리스토프를 통해 작가의 인간성에 대한 깊은 신뢰와 고결한 이상주의, 진리에 대한 사랑을 표현하고 있다.",로맹 롤랑,,
2612,226.0,강호에 병이 깊어 죽림에 누웠더니,드라마,,,6,1,"<겨레고전문학선집> 제10권. 북한의 조선민주주의인민공화국 문예 출판사가 펴낸 '조선고전문학선집'을 다시 펴냈다. 북한의 학자들이 쉬운 말로 풀어낸 우리의 고전 문학을 만나볼 수 있다. 이 책에는 우리말의 가락을 아름답게 살려내 우리 글자로 쓴 정철, 박인로, 윤선도의 작품집을 수록하였다. 정치적으로 승승장구했지만 불 같은 성품 탓에 귀양살이도 잦았던 정철, 임진왜란 때 의병으로 싸웠던 가난한 군인 박인로, 보길도에 자신만의 왕국을 건설한 풍류 넘치는 선비 윤선도, 세 시인이 우리말로 쓴 가사와 시조 작품들을 싣고, 널리 알려진 한시도 골라 엮었다.",윤선도,,
2613,227.0,카르멘,드라마,,,6,1,<클라라 가쥘의 극>으로 문단에 데뷔하고 낭만주의 시대의 작가였으나 낭만파의 지방색 존중을 배격하는 등 사실주의의 수법에 입각한 단정하고 냉엄한 문체를 사용한 메리메의 대표작. 스페인이라는 지방을 배경으로 인물의 일거수 일투족을 상세하게 묘사했다.,프로스페르 메리메,,
2614,228.0,정원 일의 즐거움,드라마,,,6,1,"헤세가 정원에서 배운 자연과 인생에 관한 진리를 담은 책. 흙의 냄새, 꽃의 색깔, 낙엽의 소리, 공기의 흐름 등 정원 일을 통해 배운 자연과 인생의 모든것, 풀과 나무가 가르쳐 주는 이야기를 담았다. 아울러 헤르만 헤세의 자필 원고와 사진, 직접 그린 컬러 수채와 16점을 수록했다. 양장본",헤르만 헤세,,
2615,229.0,1파운드의 슬픔,드라마,,,6,1,"현대감각의 묘수妙手가 그려내는 현재의 사랑, 라이프스타일 러브스토리 제129회 나오키상 수상작《4teen》을 비롯해,《아름다운 아이》《라스트》등으로 이미 국내 독자들에게 많은 인기를 얻고 있으며, 일본에서도 무라카미 하루키와 무라카미 류의 뒤를 잇는 이시다 이라. 그의 첫 연애 소설집인 이 책은 보석처럼 빛나는 열 개의 사랑 이야기로 이루어져 있다. 현재 일본에서 가장 바쁜 작가로 알려진 그이지만 여유있고 차분하게, 때로는 격정적으로 사랑의 설레임에 관한 10가지 단편을 들려준다. 타인의 행복을 위해서만 일하는 웨딩 플래너 유키, 책을 읽는 남자만을 좋아하게 된 지아키, 서로의 물건에 이니셜을 적어놓고 지내는 동거커플, 사랑을 1년간 쉬기로 한 마유미의 진지한 고민 등 다양한 캐릭터, 다양한 직업을 가진 솔..",이시다 이라,,
2616,230.0,김시습 조동오위요해의 역주 연구,드라마,,,6,1,"이 책은『조동오위요해』에 수록된 김시습의 글, 즉「조동오위군신도서요해」와「단하자순선사오위서」를 역주하고, 그와 관련된 저자의 연구 논문 두 편으로 구성되었다. 김시습은「단하자순선사오위서」에서 조동선과 성리학이 '피차동철'이므로 회통할 수 있다는 화두를 던졌다. 그리고 이 점은『조동오위요해』가 학계에 소개될 당시부터 지적된 바이다. 이 역주는 김시습 연구의 새로운 전기를 마련하는 데 도움을 준다.",최귀묵,,
2617,231.0,영원한 이방인,드라마,,,6,1,"2001년 절판되었던 <네이티브 스피커>가 새 제목, 새 번역자의 손을 거쳐 재출간됐다. 데뷔작인 이 작품으로 미국내 크고 작은 문학상을 휩쓸며 등장한 이창래는, 뉴요커지가 뽑은 '40세 미만의 대표적인 미국 작가 20명' 중 한 사람으로 꼽힌 바 있다. 미국 사회에 진정한 뿌리를 내리지 못한 채 주변적 존재로 살아가는 이민자들의 정체성 문제를 진지하게 다룬 작품.",이창래,,
2618,232.0,한시기행,드라마,,,6,1,"우리 산하의 풍경을 묘사한 한시들을 통해 우리 민족의 삶과 역사를 반추해 보는 책. 시인이 시를 지었던 당시의 심정을 잘 이해하고 또 시인이 담으려고 했던 역사현실의 문제를 좀 더 정확하게 이해하기 위해, 시 창작배경이라고 할 수 있는 지역공간을 돌아본다.이 책은 우리나라 한시 작가들의 주요 한시들과, 시화 및 일화에 나오는 이야기들을 풍부하게 소개하고 있다. 고지도와 지리서를 활용하고 각종 기록을 근거로 삼아 역사지리의 공간과 한시를 연결시켜 살펴보고, 그 역사의 현장 속으로 들어가 역사와 삶의 의미를 진지하게 생각하고자 했다.",심경호,,
2619,233.0,한중록,드라마,,,6,1,"사도세자의 빈 혜경궁 홍씨가 말년에 이르러 집필한 대표적인 궁중문학. 남편의 죽음을 중심으로 궁중에서 벌어졌던 여러 사건들을 자서전적으로 기록한 문집이다. 이 작품을 통하여 독자는 당시 궁중의 생활상이나 풍속, 용어 등과 아웅ㄹ러 사대부의 생활상까지 엿볼 수 있다. 그만큼 [한중록]은 국문학사상 중요한 작품일 뿐 아니라 풍속사를 연구하는 데도 중대한 의미를 가진다.",혜경궁 홍씨,,
2620,234.0,치자꽃 향기 코끝을 스치더니,드라마,,,6,1,"서울대 교수들과 함께 읽는 한시 명편. 두보, 이백, 소식, 백거이, 왕유, 구양수 등 당대에서 청대에 이르기까지 중국의 옛 가객들이 전하는 한시 `거꾸로 그린 매화`, `친구에게 술을 따르며` 등 180편을 봄,여름,가을,겨울로 나눠 한자 원문과 함께 엮고 그에 관한 이야기인 <산창한담>의 내용을 실었다. <산창한담>은 서울대학교 인문대학 교수합동연구실 자하헌에서 있었던 이야기 모음이다. 2권 <이태백이 없으니 누구에게 술을 판다>. 양장본.",이병한,,
2621,235.0,해롤드 핀터 전집 5,드라마,,,6,1,"한국인이 가장 선호하는 영국 현대 극작가 중 하나인 해롤드 핀터의 작품 전체를 번역한 시리즈 제5권. <귀향>, <가벼운 통증>, <야간학교> 를 수록했다. 해롤드 핀터는 삶의 무의미성을 보여주며 보이지 않는 힘에 의해서 끝없이 조롱당하는 인간의 실존적 상황을 다루려고 했다. 그는 특유의 구성과 화술을 구사하여 아주 일상적으로 보이는 상황을 극 속에 도입하면서 사실은 모호하기 짝이 없는 인간관계를 설정해 놓는다. 핀터의 극이 현실을 반영하는 사실주의 연극이 아닌 것은 그가 극한 상황에 처한 인간이 겪는 자아 분열에 문제에 관심을 두고 인간의 내면세계를 중시하는 점에서 드러난다.",해럴드 핀터,,
2622,236.0,아인슈타인의 꿈,드라마,,,9,221,"당신은 어떤 시간에 살고 있나요?시간에 대한 아름다운 상상력을 담은 소설『아인슈타인의 꿈』. 물리학자이며 MIT 교수이자 소설가인 앨런 라이트맨의 첫 번째 소설로, 시간의 본질에 대한 탐구를 풀어내었다. 과학적 상상력과 문학적 서정성을 바탕으로, 아인슈타인이 상대성이론 연구에 몰두하던 시기에 꾸었던 꿈 이야기를 그리고 있다. 과학적이면서도 철학적이고, 재미있으면서도 시적인 시간의 개념이 펼쳐진다. 아인슈타인의 꿈에는 30가지 유형의 시간과 그 유형에 맞춰 살아가는 사람들이 등장한다. 고여 있기도 하고, 뒤로 돌아가기도 하고, 끊임없이 반복되기도 하는 시간들. 작가는 회귀시간, 과거시간, 현재시간, 미래시간, 시간 지연, 절대시간, 상대시간, 기계시간, 체감시간, 시간의 멈춤과 종말 등 다양한 시간의 개념에 ..",앨런 라이트맨,,
2623,237.0,해롤드 핀터 전집 9,드라마,,,6,1,"한국인이 가장 선호하는 영국 현대 극작가 중 하나인 해롤드 핀터의 작품 전체를 번역한 시리즈 제9권. <달빛>, <파티타임>, <정확하게>, <새로운 세계 질서>, <재는 재로> 을 수록했다. 해롤드 핀터는 삶의 무의미성을 보여주며 보이지 않는 힘에 의해서 끝없이 조롱당하는 인간의 실존적 상황을 다루려고 했다. 그는 특유의 구성과 화술을 구사하여 아주 일상적으로 보이는 상황을 극 속에 도입하면서 사실은 모호하기 짝이 없는 인간관계를 설정해 놓는다. 핀터의 극이 현실을 반영하는 사실주의 연극이 아닌 것은 그가 극한 상황에 처한 인간이 겪는 자아 분열에 문제에 관심을 두고 인간의 내면세계를 중시하는 점에서 드러난다.",해럴드 핀터,,
2624,238.0,적의 화장법,드라마,,,9,221,"'적의 화장법'이라는 이 의미심장한 제목은 어쩌면 지겨운 또 한번의 비유를 담고 있는지도 모른다. 책 뒷면의 저자 사진은 작가보다는 배우에 가까왔기에 이 빨간 표지의 강렬한 책은 읽히기도 전에 일종의 '적'처럼 다가올 수 있다. (표지확대를 클릭하면 작가의 사진을 볼 수 있습니다.)백 오십여 페이지의 길지 않은 이 책은 대화로 채워져있다. 공항에서 책을 읽으려는 제롬 앙귀스트에게 어느 순간 알 수 없는 인물 텍스토르 텍셀이 말을 걸어온다. 피하려 하지만 지겹게 달라붙는 그 타자 텍스토르는 결국 그 강렬한 대화를 통해 제롬에게서 원하는 것을 얻는다. 누구의 승리일까. 냉소 가득한 이 대화를 끌어가는 기술이 대단하다. 하지만 그녀의 이 아이러니컬한 냉소는 단지 그녀의 심정적 강렬함을 포장하는 수단일 뿐, 그 안..",아멜리 노통브,,
2625,239.0,홍루몽 1,드라마,,,6,1,"1900년대 이전에 나온 중국 고전 소설 중에서 최고의 걸작으로 일컬어지는 『홍루몽』 제1권. 1754년 필사본이 처음 세상에 나온 이래 100여 종의 간본과 30여 종의 속작이 나왔으며, 세계적으로 수천 명에 달하는 전문가 집단이 '홍학(紅學)'이라는 독립적이고 전문적인 분야를 형성하고 있을 정도이다. 소설은 '여와보천'이라는 신화에서 시작된다. 갑자기 하늘이 무너져 내려 세상이 혼란스러워지자, '여와'라는 신이 오색의 돌을 불에 달구어 벌어진 하늘의 틈을 메운다. 하지만, 여와가 미처 사용하지 못하고 남은 하나의 돌이 있었고, 때마침 나타난 스님과 도사가 이 돌에 글을 새겨 새로운 생명을 부여해 먼 훗날 인간으로 태어나게끔 한다. 그로부터 아주 오랜 세월이 흐르고 나서 이야기의 무대는 금릉(金陵)의 가(..","조설근, 고악",,
2626,240.0,21세기 문예이론,드라마,,,6,1,"문학의 시대의 새로운 흐름을 이끄는 문예이론을 제시하는 책. 2003년 초부터 2년간 월간 '문학사상'에 실렸던 연재물로, 각 분야의 전문가들에 의해 최근의 문예사조들과 비평이론들이 집대성하였다. 현대문학 연구뿐만 아니라 현대 예술사 및 지성사 공부에도 필수적인 문예이론들을 통해, 현대 문학의 주요 관심사와 급속도로 진행되고 있는 인식의 변화, 그리고 거대하게 밀려오는 시대정신의 변천까지 살펴볼 수 있다.또한 다양한 해외 이론의 국내 수용 가능성을 심도 있게 천착하고 있으며 거기에 수반되는 제반 문제점도 꼼꼼하게 성찰하고 있다. 지난 수십 년 동안 세계문단과 학계에서 일어난 코페르니쿠스적 변화를 잘 보여주는 지적 이정표로서, 문학을 통해 문화를 바라보고 세상의 변화를 짚어내려는 사람들의 기대를 충족시키는 친..",김성곤,,
2627,241.0,마음,드라마,,,9,221,"나쓰메 소세키가 만년에 쓴 대표적인 소설!일본의 국민작가 나쓰메 소세키의 대표적인 작품『마음』. 나쓰메 소세키가 만년에 쓴 이 작품은 20세기 일본 근대문학 최대의 정전으로 평가받고 있다. 나쓰메 소세키는 여러 작품들을 통해 20세기 초 근대적 주체와 불안한 내면 풍경을 깊이 있는 통찰력으로 보여주며, 일본을 대표하는 국민작가로 그 문학적 위치를 확고히 했다. '선생님'은 어릴 적 부모님을 갑작스럽게 여의고 숙부에게 의지하며 자란다. 하지만 믿고 있던 숙부에게 부모님의 유산을 빼앗기고 세상에 홀로 서게 되면서, 인간에 대한 신뢰를 잃는다. 내가 상처를 받느니 차라리 남에게 상처를 주는 것이 낫다는 마음을 갖게 된 그는, 사랑을 쟁취하는 과정에서 절친한 친구인 K를 죽음으로 내몰게 되는데….나쓰메 소세키는 변..",나쓰메 소세키,,
2628,242.0,아침꽃을 저녁에 줍다,드라마,,,6,1,"중국 근대기 대표적 사상가이자 문학가인 루쉰의 산문집. 1991년 발행되었던 책의 개정판이다. 변화된 한국의 현실에 맞춰 새롭게 골라, 번역하고 일부만 실렸던 글들은 전문을 모두 실었다. 격동의 시대를 살아가는 지성인으로서, 사소한 일상을 살아내는 한 생활인으로서, 또한 암흑의 중국 근대사를 보낸 국민으로서 살아간 저자의 고뇌와 흔적은 암울한 시대에 중국 민중을 깨우고 중국의 현실을 질타한다. 또한 관계, 남녀평등의 문제뿐만 아니라 청년들에게도 열렬한 외침을 쏟아낸다.",루쉰,,
2629,243.0,러시아 인형,드라마,,,6,1,"국내에 소개된 남미의 환상문학은 대표적으로 마르께스와 보르헤스의 작품들을 꼽을 수 있다. 콜롬비아의 작가 가브리엘 가르시아 마르께스의 작품은 중남미 역사관에서 갖고 온 민중 신화나 민간 신앙을 바탕으로 그들의 민족성을 이룬 본질적이며 원초적인 실재를 다루고 있다. 아르헨티나의 작가 호르헤 루이스 보르헤스의 작품은 현실과 현대 문화의 위기에 대한 대안으로 상정된 상상력에 바탕을 둔 가정의 세계를 표현하고 있다. 이번에 소개하는 비오이의 작품은 제멋대로 변형되고 창조되어 황당한 꿈속을 거니는 환상세계가 아닌, 실제적인 배경과 인물을 제시함으로써 탄탄한 현실감을 느끼게 한다. 여기에 비현실적이고 초자연적인 요소를 삽입하되 상호간의 조화를 통해 현실을 더 깊게 절감하게 한다. 인간의 보편적인 감정인 사랑과 인간 사..",아돌포 비오이 카사레스,,
