,순위,책이름,저자,줄거리
237,238,타샤의 정원,타샤 튜더,"<비밀의 화원>, <소공녀>의 일러스트를 그린 화가이자, 칼데콧 상을 두 번 수상한 미국의 동화작가 타샤 튜더. 70여 년간 100권이 넘는 그림책을 세상에 내놓은 91세의 노작가는 실은 원예가로 더 유명하다.이 책은 그녀가 버몬트 주 시골에서 35년 넘게 홀로 가꾸어온 '타샤 정원'의 사계를 소개한다. 지은이가 수년 동안 타샤의 생활을 지켜보며 관찰한 정원의 매혹적인 풍경과, 타샤와 나눈 대화를 한데 모아 글과 사진으로 엮은 것이다.30만 평의 대지에 18세기 영국식으로 꾸민 타샤 정원은, 미국에서 가장 아름다운 정원 중의 하나로 손꼽힌다. 일년 내내 꽃이 지지 않는 꽃들의 천국이자 '지상 낙원'이며, 자연을 존중하고 삶을 사랑하는 타샤 튜더의 낙천성과 부지런함이 고스란히 배어 있는 .."
238,239,눈물이란 무엇인가,심노숭,"태등 심노숭의 <효전산고>의 내용 중 일부를 간추려 뽑아 번역한 책. 해학과 풍류, 문예, 편협한 학문 풍토 비판, 가족의 죽음과 일상을 다루고 있는 서정산문 등 발랄함, 강개함, 유연함이 깔린 그만의 개성적인 문체로 쓴 49편의 글을 <도망문>, <인물전과 일화>, <문예론> 등의 4부에 나눠 싣고 일부 작품의 뒤에는 작품의 이해에 도움이 되는 설명과 역자의 짤막한 감상을 덧붙였다. 뒤에 원문을 따로 실었다."
239,240,시민의 불복종,헨리 데이비드 소로,"1817년 미국 매사추세츠에서 출생한 저자의 책. 인두 세 납부를 거부해 수감된 사건을 통해 개인의 자유에 대한 국가권력의 의미를 성찰한 책으로 세계의 역사를바꾼 책으로 평가받는다. 돼지 잡아들이기,한 소나무 의 죽음 등 6편의 글. 저자는 <월든>으로 유명하다."
240,241,나이듦에 대하여,박혜란,"여성학자 박혜란의 『나이듦에 대하여』. 개정판. 이제껏 누구도 말자지 못한 여자의 나이와 몸에 관한 솔직하고 편안한 이야기가 펼쳐진다. 쉰 살이 지나 지친 몸이 말을 걸어왔을 때 '나이듦'의 의미를 깨달은 저자는, 여자가 나이 들어가는 과정을 일상을 통해 들여다보며 '나이듦'에 대한 새로운 느낌과 생각을 이 책에 담아내고 있다. 이 책은 여자가 나이 들어가며 경험하고 느끼게 되는 몸의 변화는 물론, 생각의 변화, 관계의 변화 등에 대한 저자의 경험과 느낌을 담은 에세이다. 사람들 대부분이 그런 것처럼 저자도 자신의 '나이듦'에 대해서 구체적으로 생각하기 싫어했고, 나이와 관련되어 생겨나는 문제도 외면해왔다.그러던 어느 날, 튼튼해서 불만이라고 생각해온 몸이 반란을 일으키고 말았다. 응급실로 실려가 일주일간 .."
241,242,유배지에서 보낸 편지,정약용,"조선 후기 우리나라 사상 형성에 큰 영향을 끼친 다산 정약용의 글 모음. 그가 1801년 유배지에서 그의 두 아들에게 보낸 편지 26편을 비롯해, 아들 학연에게 내려주는 교훈 9편, 형님에게 보내는 편지 13편 등 모두 52편의 인생 교훈 지침글을 수록했다. 유배지에서 아들과 제자들에게 보낸 이 편지글에는 자상하고 간곡한 아버지와 스승의 정이 넘치면서도 그 밑바닥에는 더 좋은 세상을 만들려는 뜨거운 의지가 용솟음치고 있다. 참다운 스승을 만나기 어려운 오늘날, 다산이 서한으로 전한 말들은 우리에게 더없이 소중한 깨우침이 될 것이다. (증보판)"
242,243,마을에서 희망을 만나다,박원순,"소박하지만 열정적 마음으로 살기 좋은 마을을 만들다!전통을 살리고 특색을 가꿔 공동체 복원에 힘쓰는 사람들의 이야기 『박원순의 희망 찾기 1 : 마을에서 희망을 만나다』. 저자가 2006년 4월부터 3년 동안 지역 탐사를 통해 소외된 곳에 활기를 불어넣어 변화를 이끈 사람들을 만나서 실화를 담았다. 그들의 경험과 사례를 통해서 건강한 삶의 공동체를 어떻게 발전시켜야 하는지 살펴본다.잘되는 마을에는 극성스러운 이장이 있다. 이 책속에 등장하는 청북도 단양군 '한드미마을'의 정문찬 이장이 바로 그런 사람이다. 한드미마을은 '팜 스테이 마을'로 지정되기도 했지만, 그곳에 멈추지 않고 차별화된 생태마을을 만들기 위해서 아직도 시간을 들여 노력하고 있다. 이를 비롯해 남해 다랭이마을, 청주 육거리 시장, 부산 산들바.."
243,244,전봉건 시전집,전봉건,"전후 모더니즘을 대표하는 시인 '전봉건'의 시전집. 『전봉건 시전집』은 시인 사후 20여 년만에 출간된 본격적인 시전집이다. 1988년 작고하기 전까지 출간됐던 시집과 시선집에 실린 작품들은 물론, 시집으로 나오지 않았던 후기의 '6ㆍ25' 연작 등을 포함하였다. 전후 모더니즘의 시 세계에서 활동했던 전봉건 시인의 작품은 한국 현대문학에서 중요성과 독자성을 구비하고 있다.전봉건 시인이 남긴 시편들은 전통성과 모더니즘의 적절한 조화가 돋보인다. 50년대에서 80년대를 아우르는 그의 작품들은 전쟁의 상흔을 관통하며 씌어졌고 전 사회적으로 추진되었던 정치적, 경제적, 문화적 근대화의 물결을 헤쳐나가며 벌인 힘겨운 고투를 반영하고 있다. <양장본>◆ 이 책의 TIP!본 시집에서는 전봉건 시인이 생전에 펴.."
244,245,나를 부르는 숲,빌 브라이슨,"애팔래치아 트레일에 도전한 저자의 기행문. 빌 브라이슨은 20년간 영국에서 살다가 미국으로 돌아가, 조지아 주에서 메인 주에 이르는 3,360KM의 애팔래치아 트레일 종주를 결심한다. 애팔래치아 트레일은 고요한 숲과 반짝이는 호수의 놀라운 경치를 선사한다. 뚱뚱하고 약하지만 인간적인 친구 스티븐 카츠가 종주에 동행하면서 많은 문제가 생기지만 종주길에서 그들은 낯설고 흥미로운 인물들을 만나게 되는데..."
245,246,꿀잠,송경동,"2001년 『내일을 여는 작가』와 『실천문학』을 통해 작품 활동을 시작하기 전부터 십수 년 동안, 구로노동자문학회와 전국노동자문학연대와 함께 하며 노동운동가로, 그리고 문화활동가로서의 삶을 살아온 송경동 시인의 첫 시집. 진정한 삶의 체험과 노동자로서의 정체성이 현란한 수식과 과장 없이 손에 만져질 듯한 질감으로 그려져있다. 송경동의 시집에는 노동자의 일과 밥과 곤한 잠이 유난히 많이 담겨 있다. 이런 시에서 치욕은 증오와 원망으로 내닫지 않고 민중적인 넉넉함과 해학과 기쁨으로 전환한다. 여기서 시는 인간 해방의 빛을 향한 열망과 공동체적인 아픔을 공유하는 정서로 충일한 노래가 되며 서로에 대한 신뢰와 약속의 언어가 된다. 찢겨지고 불안한 존재로 살아가는 당대의 다양한 삶의 면면들을 만.."
246,247,새는 하늘을 자유롭게 풀어 놓고,황인숙,"황인숙은 순순한 세계로 다가가려는 뜨거운 열망과 그럼에도 그것을 틀어막는 삶의 안타까운 한계를 보여준다. 그러나 그의 시는 풍요하고 싱싱하며 아름답다. 황막한 것은 세계와 나를 가르는 그곳에 있는 것이며 그것을 뛰어넘으려는 꿈과, 그 꿈이 지향하고 있는 세계는 풍요하고 싱싱하며 아름다운 것임을 시인은 자유로운 상상력을 통해 확인하고 있기 때문이다."
247,248,록펠러,이채윤,"십일조의 비밀을 안 최고의 부자, 『록펠러』. 미국 전체 석유의 95%를 독점하면서 세계 최고의 부자가 된 록펠러의 삶과 신앙을 다루는 평전이다. 특히 기독교인으로서의 록펠러에 대해 중점적으로 다룬다. 이 책은 세계 최고의 부자인 록펠러의 삶과 신앙을 따라가고 있다. 가난한 부모에게서 태어난 록펠러는 스스로의 힘으로 부자가 되었지만, 부자가 된 후에도 절약하는 정신을 잊지 않았다. 그리고 어머니의 가르침에 따라 학교에 들어가기 전부터 98세로 세상을 떠날 때까지 한 번도 빠짐없이 온전한 십일조를 하나님에게 드렸다. 저자는 고등학교를 졸업자마자 작은 회사의 사무원으로 시작하여 최고의 부자가 된 록페러의 삶과 온전한 십일조를 드리면 하나님의 복을 받을 수 있다는 성경말씀대로 행한 록펠러의 신앙을 교차하여 보여주.."
248,249,미래에서 온 편지,현경,"정현경 씨는 19세기가 진리에 관심을 두었던 '진(眞)'의 세기라면, 20세기는 정의.인권.평등의 문제에 열정을 쏟는 '선(善)'의 세기라고 본다. 또 21세기는 진과 선의 갈등과 투쟁을 넘어 그것들을 모두 통합할 수 있는 '미(美)'의 세기가 될 것이라고 생각한다. 이러한 생각은 단순한 예감만이 아니다. 동서양의 성자들 및 원주민 현인들이 오래 전부터 예언해왔던 문명 전환의 필연적 과정이기 때문이다. 지은이는 '여성적인 힘과 아름다움'이 정의와 지혜, 자비에 근거한 새로운 21세기 문명을 만들어 갈 것이라고 피력했다.부록으로 제니퍼 베레잔의 명상음악이 담긴 'She Carries Me'(CD)를 제공한다. 'She Who Hears the Cries of the World'와 'She Carries Me'.."
249,250,이 모든 괴로움을 또 다시,전혜린,전혜린 에세이 2. 불꽃처럼 살다간 여인 전혜린(1934 출생-1965 자살)의 일기글. 1958년부터 65년까지의 7년동안의 일기를 순차적으로 엮었다. 시대와 함께 고뇌하며 살아갔던 선구적 지식인의 내면 세계와 지적 성찰이 담겨있다.
250,251,ICON 스티브 잡스,"윌리엄 사이먼, 제프리 영","비즈니스 역사상 가장 위대한 재기의 드라마 1막 스티브 잡스는 최초 퍼스널 컴퓨터(PC)를 만들어 우리 모두에게 꿈을 주었다. 스물 넷에 백만장자가 되고 혁명적인 매킨토시를 내놓지만 자신이 창업한 애플에서 쫓겨난다. 2막 조지 루커스에게서 사들인 픽사는 '토이 스토리', '니모를 찾아서', '인크레더블'을 계속 내놓았고, 잡스를 억만장자로 만든다. 마침내 다시 애플의 1인자가 된 잡스는, 아이맥의 인기와 아이포드의 성공으로 이 시대 최고의 아이콘으로 떠오른다. 3막 스콧 피츠제럴드는 “미국에서 제2막은 없다.”고 했다. 하지만 스티브 잡스는 3막의 문턱을 밟고 있다. 잡스는 현대 디지털 문화와 영화ㆍ음악의 미래를 이해하는 열쇠다. 기상천외한 갖가지 괴벽에도 불구하고 잡스의 매력적인 카리스마를 거부할 수 없다.."
251,252,세계 최고의 여행기 열하일기 하,박지원,"비주얼로 생생한 열하일기 2.0을 본다!접근하기 쉽게 재구성한 편역본『열하일기』. 이 책은 박지원의 <열하일기>를 고전의 어려움을 털어내고 수백 장의 그림과 사진, 해설을 통해 읽기 쉽게 번역한 것으로 시간의 흐름을 통해 박지원의 여행을 따라갈 수 있도록 했다. 《세계 최고의 여행기 열하일기》는 1780년 연암 박지원이 당시 청나라 황제였던 건륭제의 칠순을 축하하기 위한 사절단으로 출발한 5월 25일부터 다시 한양으로 돌아오기까지의 10월 27일까지의 기록을 담았다. 하권.☞ 이 책은 <한눈에 쏙 들어오는 여정로>를 통해 그날 그날의 여정로를 간단하게 정리해 연암의 발자취가 한눈에 읽힐 수 있도록 했다."
252,253,나를 운디드니에 묻어주오,디 브라운,"철저한 사실을 바탕으로 인디언들의 멸망과정을 손에 잡힐 듯 보여준 기록문학의 걸작.저자는 평화로운 대지에서 모든 생명과 조화롭게 살던 인디언들이 선교사와 군대를 앞세운 백인들에 의해 처절하게 멸망당하는 과정에서 보여주었던 위대한 투쟁과 아름다운 삶의 모습을 수년 동안 수집한 회의기록, 자서전, 인디언들의 직접적인 구술을 인용, 주관적 판단은 배제한 채 있는 그대로의 사실에 다가간다. 수우, 샤이엔 등 여러 인디언 부족들을 돌이킬수 없는 패배로 몰아넣은 전투와 학살, 파기된 조약에 대한 역사는 전세계 양심적 지식인 사이에 큰 반향을 불러일으켰으며 인디언 역사서의 고전으로 손꼽히게 되었다."
253,254,정지용 시 126편 다시 읽기,권영민,"정지용 시 전편 해설집. 상세한 주석과 해설, 정지용 시의 정본화를 위한 3가지 택스트가 추가되었다. 정지용의 모든 작품을 정리하면서 그 시어의 의미와 용법, 시적 정황을 제대로 이해 하고자 낯설게 느끼는 방언과 토속어 들에 주석을 붙였고 풀이에도 신경썼다. 세가지 형태의 시 택스트를 모두 실어 놓았다. 두 권의 시집에 수록된 시 택스트, 잡지와 신문에 발표되었던 최초의 작품 원문 그리고 한자 표기를 없애고 현대 국어 정서법에 따라 정리한 새로운 한글 정본이다."
254,255,그러니까 당신도 살아,오히라 미쓰요,중1때 왕따를 당해 할복자살에 실패한 후 비행을 일삼다 16살에 야쿠자 보스와 결혼한 여인.하지만 이혼 후 호스티스 생활 등 밑바닥 인생을 청산하고 갖은 노력끝에 변호사가 되기까지 저자의 처절했던 시련과 성공적 삶을 이야기한 자전적 에세이. 일본에서 출간 2개월 만에 밀리언셀러를 기록한 책이다.
255,256,나의문학 이야기,"박경리, 신경림, 이제하","2000년부터 열린 '금요일의 문학 이야기'에 발표되었던 17편의 글을 작가의 동의를 얻어 책을 엮었다. 다시 한 번, 늘 작품을 통해 말하고 있는 작가들을 불러내어 자신의 입으로 자신의 문학을 평하게 하는, 조금은 잔인한 호기심이 어디에서 오는 것인지 궁금해진다. 작가들의 문학 이야기, 또는 자전적인 술회를 묶은 책은 심심치 않게 출판되었다. 그때마다 독자들의 관심 역시 적지 않았다. 이 책에 실린 글은 동일한 주제 아래 씌어진 것이 아니다. 김원일의 글처럼 창작방법론에 가까운 글이 있는가 하면, 박경리의 글처럼 자신의 문학관, 새로운 문학의 가능성을 조망한 글도 있다. 이렇게 보면, 작가들의 문학 이야기에 끌리는 이유를 어렴풋이 알 수 있다.."
256,257,춘아 춘아 옥단춘아 네 아버지 어디 갔니,이윤기,"<세계의 문학> 100호 기념 특별기획. 각자의 껍질을 벗어던진 채 젊은 철학도인 딸과 함께 나누는 아빠(이윤기)의 인생 속에 담긴 신화 <춘아, 춘아, 옥단춘아, 너희 아버지 어디 갔니?>를 비롯해 총 13편, 26인의 흉허물 없는 이야기를 수록했다. 부제는 우리 시대의 삶과 꿈에 대한 13가지 이야기."
257,258,덩샤오핑 평전,벤저민 양,"""오늘날 중국인들이 가장 존경하는 지도자는 마오쩌둥이지만 가장 고마워하는 지도자는 덩샤오핑이다.""'중국의 21세기를 설계한 지도자'로 평가받는 덩샤오핑의 평전. 이제까지 출간되었던 평전이 덩샤오핑의 가족들의 회고담이거나 중국 내부의 학자들에 의한 저술임을 감안할 때, 외부의 학자가 균형감각을 갖고 쓴 평전이라는 점에서 주목할 만하다.쓰촨성의 작은 농촌에서 태어나, 프랑스 유학생으로, 대장정과 항일운동을 거치며 마오쩌뚱의 신임을 얻는 공산당원으로, 숙청의 위기를 겪어 내고 마침내는 중국공산당 최고의 지도자로 성장해온 덩샤오핑의 삶이 연대기순으로 그려진다.중국정치학을 전공한 지은이가 특히 주목하는 부분은 덩샤오핑이 보여준 철저한 실용주의와 탁월한 정치감각, 그리고 오늘의 중국이 덩샤오핑의 유산을 어떻게 이용하고.."
258,259,무지개,윌리엄 워즈워스,'초서를 별격으로 친다면 셰익스피어와 밀턴 다음가는 영국의 위대한 시인'이라는 매슈 아 놀드의 평가는 그의 시를 이해하는 데 음미할 만한 말이다.
259,260,사랑을 묻는 당신에게,정채봉,"정채봉의 연애 지침서. 사랑을 찾고 있는 사람이나, 사랑을 하고 있는, 혹은 사랑을 떠나보낸 사람들에게 작가가 보내는 감동어린 메시지가 직접 그리고 고른 20여 점의 그림들과 함께 수록되어 있다.이 책을 통해 작가는 결코 상대를 구속하려 하거나 상대방에게 전적으로 의지하지 말 것, 멀리서 이루지 못할 사랑을 찾지 말고 가까운 곳에서 자신만의 사랑을 발견할 것 등 아름답고 지혜로운 사랑이야기를 잔잔하게 들려주고 있다."
260,261,나의 생명이야기,"김병종, 황우석, 최재천","우리 시대의 가장 유명한 두 명의 과학자, 황우석 교수와 최재천 교수의 에세이에 김병종 화백이 붓을 들어 그림을 보탰다. 그들을 관통하는 주제는 '생명'. 그들은 구체적인 생명에 대한 애착, 그 연장으로서 사회에 대한 애정이야말로 모든 연구와 저술, 과학과 예술의 근원이라고 말한다.1부에 황우석 교수의 에세이, 2부에 최재천 교수의 에세이를 실었으며, 각 에세이의 갈피마다 김병종 화백의 짧은 문장이 곁들여진 그림을 배치해 그윽함을 더했다. 두 과학자는 유년시절부터 현재까지 자신이 걸어온 길을 지극히 개인적으로, 속내를 잔뜩 드러내어 썼다.황우석 교수의 글을 요약하자면 '성실' 그리고 '피 흘리는 구체적 생명에 대한 애정'이다. 깡촌에서 홀어머니 밑에 자라며 남의 소 거둬먹이는 것이 유일한 생계수단이었던 소년.."
261,262,손녀딸 릴리에게 주는 편지,앨런 맥팔레인,"케임브리지 대학 노교수가 손녀딸을 위해 쓴 편지를 엮어 한 권의 책으로 펴냈다. 가족, 사랑과 결혼, 우정, 존재, 학교와 조직, 신, 즐거움, 돈과 시간, 지식, 정신세계, 인류의 미래 등 영원한 삶의 화두들에 대한 28가지 질문을 던지고, 그에 대한 해답을 제시했다. 인류의 역사와 다양한 문명을 꿰뚫어보는 통찰력을 바탕으로 씌어졌으며, 손녀딸을 지켜주고 싶은 할아버지의 사랑도 가득 담겨 있다.편지에 담은 생각은, 지은이가 평생 유럽과 아시아를 여행하고 대학에서 학생들을 가르치면서, 그리고 과거와 현재의 역사에 대해 읽고 쓰는 과정에서 얻어진 것들이다. 본문은 여러 주제로 나뉘어 있지만 크게 보면 '인간은 어떤 존재인가', '우리가 살고 있는 세상은 어떻게 시작됐고 본질은 무엇인가'라는 두 가지 문제에 대.."
262,263,유쾌하게 나이 드는 법 58,로저 로젠블라트,"""타임지""의 유명 에세이스트이자 롱아일랜드 대학 문창과 교수인 저자가 제안하는, 인생에서 가능한 한 실수를 줄이고, 성공적으로 나이들기 위한 58가지 법칙. '다른 사람을 개선하려 하지 말라. 그에게 도움이 될 거라는 걸 안다 해도.(31번 법칙)', '휴가 때는 생각하지 말라(49번 법칙)' 등, 따분한 도덕론이나 윤리적 교훈이 아닌, 저자의 경험에서 나온 실용적 지혜를 의표를 찌르는 유쾌함 속에 전달하고 있다."
263,264,이육사전집,"김용직, 손병희","민족 시인 이육사 탄신 100주년 기념집. 본명은 이원록, 이원삼, 또는 이활. 이육사는 1904년 4월 4일(음력 3월 21일)에 경상북도 안동군 도산면 원천동 882번지에서 출생하여 1944년 1월 16일 새벽 5시에 북경 감옥에서 순국하였다. <황혼>과 <청포도>, 그리고 <광야>를 포함한 시 40편, <황엽전>과 <골목 안>, 그리고 <고향>을 포함한 소설 3편, <창공에 그리는 마음>과 <연륜>, 그리고 <산사기>를 포함한 수필 14편, <자기심화의 길>과 <예술형식의 변천과 영화의 집단성>, 그리고 <중국문학 50년사>를 포함한 문예 · 문화 비평 7편, <위기에 .."
264,265,한국의 글쟁이들,구본준,"이주헌, 구본형, 정민, 이덕일, 이원복 등 대한민국 대표작가 18인의 집필세계속으로글을 통해 세상과 소통을 하고 삶을 살아가는 사람들의 이야기를 담은 책. 신문기자인 저자가 2006년부터 2007년까지 분야별 최고 저술가를 만나 한겨레에 연재하던 '한국의 글쟁이' 칼럼을 모아 엮었다.《한국의 글쟁이들》에서는 교수로서 글을 쓰는 사람들과 학자 저술가 글쟁이, 전공자는 아니지만 저널리스트적 감각을 가지고 새로운 흐름을 담은 글을 써내는 전문가 글쟁이 등 18명의 글쟁이들과의 만남을 통해 그들이 갖고 있는 집필 세계를 보여준다.이 책에서는 글쟁이들의 글쓰기 노하우와 자료 정리법, 정보 습득 기술을 글쟁이들의 편안한 모습과 사적인 공간이 담긴 사진을 곁들여 소개한다. 또한 최고의 글쟁이들이 풀어놓은 글쓰기의 무기.."
265,266,이색마을 이색기행,이용한,"지형과 환경 혹은 풍물과 문화가 이색적인 전국의 마을 35곳에 관한 안내서. 서강 풍경의 절정 선암마을, 섶다리의 영월 판운리, 띠뱃놀이의 전북 부안군 대리, 세계 최대의 고인돌 밀집 지역인 전북 고창 죽림리, 호수에 갇힌 섬마을 전북 수암마을, 세계적 선사시대 암각화의 경남 울산 대곡리 등 우리 나라 곳곳의 이색 마을들을 자세한 설명과 컬러 사진, 여행 안내 등을 곁들여 소개했다."
266,267,행복한 책 읽기,김현,"이 책에 실린 글들은 김현이 작고하기 전 4년 동안 쓴 일기로,그가 읽은 책, 본 영화, 느낀 이야기 들을 아름답고 섬세한 단상으로 기록함으로써, 그의 사유의 비밀,왕성한 책읽기 작업, 문화와 삶,그리고 그 자신이 예감한 죽음에 대한 뛰어난 성찰들이 수록되어 있다."
267,268,당신에게 좋은 일이 나에게도 좋은 일입니다,"안철수, 강만길, 최열, 유영초, 권삼윤, 김성동, 김풍기, 서중석, 신명직, 유창주, 이윤기, 이윤하 외 2명","오늘 우리를 살려낼 소중한 가치, [상생]과 [공존], [조화]의 의미를 밝히는 책. 풀 한 포기, 나무 한 그루의 행복이 나에게도 행복임을 일깨워 주는 지혜로운 성찰들. 안철수, 최재천, 이윤기부터 신명직, 김성동, 강만길, 서중석 등 동시대의 지성들과 함께 나누는 우리의 미래를 위한 깨달음과 감동의 이야기들. 한 필자(최재천)가 상상 속에서 두 곳의 특별한 장례식에 다녀왔다. 그 두 곳은 바로 개미와 인간의 장례식(38쪽). 개미의 장례식장은 그 동안 공생관계를 맺고 있던 수많은 생물들이 찾아와 개미가 없는 지구의 미래를 걱정하며 그 애도 행렬이 끝을 가늠하기 힘들게 늘어선 반면, 썰렁한 인간의 장례식장에는 얼마간 인간 덕 좀 봤다는 바퀴벌레가 앞으로 살아갈 일을 염려하며 잠깐 다녀갔고, 간간이 이,벼룩.."
268,269,다이고로야 고마워,오타니 준코,손발이 없는 기형 원숭이 다이고로. 이 책은 기형 원숭이의 삶에 대해 많이 알게 되며 점점 더 깊은 사랑에 빠져버린 오타니 가족의 모습을 담았다. 아직 편견을 갖지 않은 어린 생명에게는 아름다운 편견을 심어주고 이미 추한 편견에 신음하는 어른들의 상처마저 어루만지고 있다.
269,270,잠수복과 나비,장 도미니크 보비,로크드 인 신드롬으로 몸을 움직일 수 없던 프랑스 언론인이 눈썹의 깜박거림으로 의사소통을 해 완성한 회고집. 자신의 삶에서 일어났던 일화들을 진솔하게 묘사했다.
270,271,한 줄도 너무 길다,류시화,"한 줄짜리 시- 일본 `하이쿠` 모음. 한 줄짜리 시를 쓰는 사람들은 먼길을 여행하고 방랑하며 한 줄의 시를 썼다. 길에서 마주치는 풍경에 대해, 벼룩에 대해, 허수아비에 대해. 그들은 불가사의한 이 지상에서의 삶을 표현하고자 했다. 260여 편의 하이쿠를 모은 책."
271,272,살아있는 역사,힐러리 로댐 클린턴,"당당한 여성 리더 힐러리 로댐 클린턴의 자서전『살아 있는 역사』. 이 책은 2003년 2권으로 발간됐던 자서전을 한 권으로 합치고 출간 이후 반응에 대한 힐러리의 글을 담은 개정판이다.자기 자신의 이름으로 역사를 써나가고 있는 그녀의 어린 시절 이야기, 빌 클린턴과의 로맨스, 퍼스트 레이디가 되기까지의 놀라운 일화들과 미국의 대표적인 정치가로 자리 잡기까지의 도전의 과정을 힐러리가 직접 밝혔다."
272,273,마흔으로 산다는 것,전경일,"40대 남성들의 삶의 애환을 이 시대에 같은 고민을 하는 40대를 위해 저자의 생각과 사색의 고민을 담은 일기체 형식의 책이다.우리는 이제 예전처럼 그냥 휘몰아치며 갈 수 있는 나이가 아니다. 인생의 마지막 순간까지 우러날 무언가를 위해 삶에 향기를 더해야 한다. 그것이 걸판진 한 판 배지기 승부수든, 힘겹게 달라붙어 싸우는 인생의 호미걸이든, 나이 먹는 것에 대해 든든하게 자기 기술 하나쯤은 개발해야 한다. 이런 것이 궁극적으로 인생을 풍요롭게 만드는 요소임에 틀림없다."
273,274,청춘표류,다치바나 다카시,"일본 최고의 저널리스트, 다치바나 다카시가 청춘들에게 고한다! '사회'라는 높은 벽에 부딪혀 좌절하고 실패를 두려워하는 청춘들에게 “망설임과 방황은 청춘의 특징이자 특권이다. 그만큼 창피한 기억도 많고 실패도 많다. 부끄러움 없는 청춘, 실패 없는 청춘은 청춘이라 이름할 수 없다”라고 말하며 희망과 용기를 준다.청춘은 아름답다고들 하지만, 오늘 대한민국에 살고 있는 젊은이들의 모습은 어떤가? 청년실업자가 40만을 육박하며 너나 할 것 없이 희망이 없다고 아우성이다. 당사자들 또한 이와 같은 현실에서 희망보다는 낙담이 먼저 앞선다. 다치바나 다카시가 진정 하고 싶은 일을 찾을 때까지 방황하고 노력한 결과 최고의 자리까지 오른 사람들을 만나 인터뷰한 책으로, 그들과 함께 청춘의 강을 함께 거슬러 올라가 그들이 .."
274,275,내 목은 매우 짧으니 조심해서 자르게,박원순,"변호사이자 참여연대 사무처장으로 일하고 있는 저자의 재판 이야기. 소크라테스의 재판, 예수의 재판, 토머스 모어 재판, 드레퓌스 재판, 로젠버그 부부의 재판, <채털리부인의 사랑> 재판 등 세계적인 화제가 됐던 인류의 주요 재판 10가지를 소개 해설했다."
275,276,여행생활자,유성용,"쓸쓸함과 정답게 떠도는 여행기!세상에서 가장 쓸쓸한 여행기, 『여행생활자』. 지구를 헤메며 기울어져 가는 헌집을 고치는 일을 기쁨으로 여기는 저자의 여행기다. 자신을 아는 사람이 하나도 없는 낯선 곳에서 다른 사람처럼 살아보고자 하는 우리의 은밀한 욕망을 달래고 있다. 이 책은 여행의 마음이 있어도 여행하지 못하는 쓸쓸한 생활자를 위한 여행기다. 즉 여행을 떠나고 싶다는 생각은 하지만, 바쁜 일상에 얽매여 그것을 이루지는 못하는 우리를 위한 여행기인 것이다. 저자는 우리를 중국, 티베트, 인도, 스리랑카, 네팔, 파키스탄으로 초대하면서 그곳에서 자신이 만난 눈 맑은 사람들의 이야기를 흥미롭게 들려준다. 또한 가난과 낡음을 빼고는 찾을 것이 없는 쓸쓸한 나라를 여행하며 사진을 찍어내고, 그곳에서 빛나는 삶의 .."
276,277,인간본성에 대하여,에드워드 윌슨,"생물학자 에드워드 윌슨이 인간 본성에 대한 사회생물학적 물음과 해답을 제시한 책. 윌슨은 종교와 윤리를 포함한 인간의 모든 사회 행동은 결국 생물학적 현상에 불과하며 집단생물학과 진화학적 방법론으로 분석될 수 있다고 주장하며, 벌, 개미, 흰개미 등 사회성 곤충들의 행동과 그들이 구성하는 사회의 구조가 원숭이나 심지어는 인간의 사회적 행동과 근본적으로 다루지 않다는 점을 일깨워주고 있다. 퓰리처상 수상 작품."
277,278,"섭섭하게, 그러나 아주 이별이지는 않게",능행,"불교계 최초의 독립형 호스피스 '정토마을'을 세운 비구니 능행스님의 에세이. 더 이상 살 수 없다는 진단을 받은 사람들이 마지막을 준비할 수 있도록 도와주는 일을 10년 넘게 해온 능행스님은 천여 명이 넘는 이들의 죽음을 배웅하면서 사람들에게 '잘 먹고 잘사는 법'이 아니라 '잘 죽는 법'을 가르쳐주어야 한다는 것을 뼈저리게 느꼈다고 한다. 이 책은 저자가 떠나보낸 사람들의 이별의 사연, 눈물과 감동의 에피소드를 들려주며 우리가 이 순간을 어떻게 살아야 할지를 깨우쳐준다."
278,279,고통의 축제,정현종,"언제부턴가 죽음,이라는 단어가 일상어가 되어버렸다......고통스럽지 아니하고 갈등이 뿌리내리지 못하는 죽음.언제부턴가 죽음,이라는 형상이 가물거리는 것 같았다내가 가장 좋아하는 색으로 내가 가장 좋아하는 빛으로삶의 의미란 무엇인지, 죽음을 찬미하되 삶을 놓지않는 그의 시를 읽노라면 삶에 어느덧 더 집착하게 되는 자신을 발견 하겠지......"
