,순위,책이름,저자,줄거리
774,776,고문진보,김달진,"시공을 초월하여 살아있는 정신,고전의 흥취와 깊이를 새롭게 경험하는 책 - <고문진보> 해설서 `後集`편. 굴원의 <이소경>, 도연명의 <오류선생전>, 한유의 <송이원귀반곡서> 등 120여 편의 시와 글을 한문 원문과 함께 해설했다."
775,777,선진유학사상의 심리학적 함의,조긍호,『선진유학사상의 심리학적 함의』. 현대심리학의 이성중심주의를 넘어 덕성중심주의 선진유학사상으로 ‘심리구성체제론’을 이끌어내는 동양심리학의 새로운 모색을 제시한다. 상식적인 입론을 바탕으로 유학사상의 인성론ㆍ군자론(성인론)ㆍ도덕실천론(예론)ㆍ수양론으로 각각 심리구성체제론ㆍ이상적 인간형론ㆍ사회관계론ㆍ자기통제론과 관련한 심리학적 함의를 끌어낸다. 서구 현대심리학과 유학사상에서 도출될 수 있는 심리학적 연구 문제의 차이를 위의 이러한 분야로 나누어 정리한다. [양장본]
776,778,사유 급취장,안사고,급취장 입문서. 이 책은 기원전 30년 경 서한에서 발간한 한자교본으로 천자문의 모델이 된 것이다. 내용이 남아있는 국어책으로는 세계에서 가장 오래된 것으로 원문과 해석을 담았다.
777,779,글로벌 문화이론 과정학,김채수,"인간들이란 자신들에게 부여되는 새로운 차원으로부터 정체성을 정립하여 이 우주 속에서 자신들의 존재 의미를 한층 강도 있게 향유해 보려는 존재들이다. 이 책은 바로 그러한 인간들의 속성을 확대시키려는 사람들을 상대로 씌어졌다. 과정학processology이란 지구의 우주 공간의 이동 과정(지구 이동 과정)과 우주의 팽창 과정(우주팽창 과정)을 의거해 형성된 인간의 존재, 인간 문화 등에 내재된 여러 과정들을 밝히고, 그러한 과정들을 통해 인간의 생명 체계를 정립시켜 이 우주 속에서 좀더 바람직한 인간의 존재 방식과 존재 의미를 파악해 보고자 하는 학문이다."
778,780,지식인의 세기 2,미셸 비녹,"[표지글]『지식인의 세기』제2권. 지식인의 탄생을 있게 한 드레퓌스 사건이 일어난 19세기 말부터, 지식인이 종말을 맞은 20세기 말에 이르기까지 근 한 세기에 걸쳐 프랑스 지식인들이 프랑스 국내는 물론, 세계의 주요 사건들에 개입하여 벌인 투쟁의 궤적을 세밀하게 추적한다. [양장본]"
779,781,가르침과 배움의 철학,심승환,"[머리말]이 책은 가르침과 배움의 의미를 규명함에 있어 어느 하나의 절대적인 기준이나 관점에서 접근하지 않고 가능한 한 다원적 시각에서 이들의 다양한 측면들을 그려내려고 노력하였다. 교육철학자뿐만 아니라 모든 교육학도, 특히 현장의 선생님들과 예비교사들, 나아가 학부모님들과 여러 비형식적인 장에서 가르침과 배움을 실천하는 모든 분들께 좋은 안내서가 될 것이다."
780,782,이름이 다른 그들의 신을 만나다,김나미,"종교 전문 취재작가 김나미가 쓴 이국땅 한국에서 자신의 신앙을 지켜나가는 열두 명의 종교인 이야기. 이 책에서 저자는 이슬람, 수피즘, 정교회, 바하이 신앙, 힌두교, 유대교, 남방불교, 자이나교, 콥트 기독교, 라마교, 퀘이커, 조로아스터교 등 익숙하고 널리 알려진 종교부터 교과서에서나 잠깐 스쳐지나갔던 낯선 이름의 종교에 이르기까지 열두 명의 각기 다른 종교인을 만나 서로 다른 믿음을 가진 이들이 살아가는 모습, 그리고 그들만의 독특한 문화를 탐구한다. 그리고 그를 통해 종교의 진정한 의미와 그 역할을 제시한다."
781,783,인간등정의 발자취,제이콥 브로노우스키,"이 책은 인류가 이룩한 눈부신 문화적 산봉우리의 연속을 타고 오르는 지적인 대장정이다. 브로노우스키가 만사를 제쳐두고 착수한 이 거대한 프로젝트는 그의 생명을 소진하게 했을 만큼 힘든 작업이었고, 결국 그는 평생의 걸작이 된 이 한 권의 책을 완성하고 세상을 떠났다. 그의 육성이 생생하게 살아 있는 이 책은 원시 인류의 진화에서부터 현대의 유전학 연구에 이르기까지 인간의 위대한 정신과 무한한 가능성을 깊이 있게 체험할 수 있는 아주 특별한 경험을 선사한다."
782,784,근대 개인주의 신화,이언 와트,"파우스트, 돈키호테, 돈후안, 로빈슨 크루소 등 네 가지 위대한 신화가 근대 문명에서 어떻게 실재성을 획득하게 되었는가에 관한 역사적 문화적 윤리적 미학적 비평서. 괴테의 손끝에서 걸작으로 다시 태어난 중세 떠돌이 마술사 파우스트, 기사도 로만스의 '팬'에서 진짜 편력기사로 거듭난 돈 키호테, 종교도, 사회 규범도 발밑에 두었던 진정한 에고이스트 돈 후안, 무인도조차 경영의 대사으로 삼았던 앵글로색슨 중상주의자 로빈슨 크루소까지 서양 문학사에 수많은 아류작을 탄생시키며 근대 서구 문명의 신화로 남은 네 인물이 근대 개인주의의 시조로서 서구 문명에 미친 영향과 흔적을 분석한다."
783,785,셰익스피어 비평사 상,이경식,"영문학 전공자를 위한 비평서. 16세기에서 20세기에 있었던 주요 셰익스피어 비평들의 요지를 소개하고, 그것들의 비평사적 의의를 조명했다. 아울러 셰익스피어 극작품의 탁월한 분석을 통해서 이것의 본질적 가치를 설득력 있게 드러냄으로써 큰 영향을 미친 셰익스피어 비평들과 독창적, 선구자적, 혹은 논란의 대상이 된 셰익스피어 비평들을 위주로 선택하여 수록했다."
784,786,음식문화의 수수께끼,마빈 해리스,"마리 해리스가 ≪문화의 수수께기≫의 속편으로 저술한 『음식문화의 수수께끼』. 이 책은 세계의 기이한 음식문화에 관해 문화생태학적 관점에서 재미있게 풀어쓴 것이다. 각 인간 집단은 동물성 단백질 섭취를 만족시키기 위해 각자의 생태학적 조건 속에서 적응해왔다는 주장에 기초하여 여러 문화가 보여주는 다양한 식습관의 수수께끼를 풀어가고 있다. 한 문화의 식습관이 다른 문화의 식습관을 평가하는 잣대가 될 수 없으며, 그들이 각자의 조건에서 적응해온 방식을 인정해야 한다는 깨달음을 전한다."
785,787,아프레걸 사상계를 읽다,권보드래,"[표지글] 이 책은 문화의 동향에 주목하면서 역사학 쪽의 목소리를 함께 실었고, 시·소설 외에 연극·영화·악극·방송극 등 다양한 장르의 원고를 마련했으며「사상계」「여원」등의 중요 잡지에도 관심을 기울였다. [양장본]"
786,788,나비와 전사,고미숙,"근대, 18세기와 탈근대를 만나다근대와 18세기, 그리고 탈근대의 우발적 만남을 주선한 책. 탈근대, 근대, 18세기라는 세 개의 사유를 교차시켜 새로운 앎과 삶의 비전을 탐구하고 있다. 저자는 오늘의 인문학이 '근대'에 사로잡혀 있다고 진단하면서 근대를 뛰어넘으려면 근대의 외부를 사유할 수 있는 상상력이 필요하다고 역설하고, 그러한 상상력을 적실성 있는 사유와 발랄한 글쓰기로 표현하였다. 근대의 시공간에서부터 탈근대, 전근대까지 샅샅이 훑어보며 오늘의 역사적, 문화적, 정치적 지형까지 조망할 수 있도록 안내하고 있다.이 책은 전근대 시기인 18세기의 담론과 근대계몽기의 담론을 통해 '탈근대적 비전 탐구'를 보여줄 뿐만 아니라, 현실적인 '지금-여기'의 문제로까지 끌어내었다. 18세기 문화사에서 발굴되어야 .."
787,789,살인자들과의 인터뷰,로버트 K. 레슬러,"FBI 요원이었으며 범죄심리 전문가인 지은이가 살인자들의 범죄심리와 범죄 패턴을 분석한 책. 희생자의 상태, 주변 환경, 연쇄적 범죄에 따른 공통증거로 범인을 분석해내는 '프로파일링(Profiling) 기법'을 이용해 범인을 맞추는 과정을 담았다. 지은이는 살인의 네 단계, 즉 범행 전 단계, 범죄 실행 단계, 시체 처리 단계, 범행 후 행동 단계 등을 이용해 범인의 심리나 환경을 추측했다.지은이가 경험했던 사건 혹은 범죄연구에 대한 각종 사건들에 대한 소개와, 프로파일링 기법을 이용해 범인상을 분석하는 과정이 책의 주요 내용을 이룬다. 지은이가 교도소로 직접 찾아가 나눈 살인범과의 대화도 읽을 수 있다.'누가 살인했는가'하는 범인 잡기에 초점을 맞추기보다는 '왜 살인했는가?'에 중점을 두어 살인범들의 심리.."
788,790,공감,박성희,"사람 사이의 깊은 이해와 소통을 가능하게 하는 공감!『공감』. <동화로 열어가는 상담이야기>의 저자인 박성희 교수가 공감을 보다 전문적으로 다룬 책을 펴냈다. 동화처럼 재미있게 읽을 수 있으면서 공감에 대해 좀 더 깊이 있게 생각하게 한다. 곳곳마다 재미있는 이야기들을 수록하여 읽는 즐거움은 물론 이야기의 이해까지도 돕고자 하였다.다른 사람에게 공감하는 능력을 어떻게 향상시킬 수 있는지, 어떤 식으로 표현되며 활용되는지, 다른 사람에게 공감하는 능력은 어떻게 향상시킬 수 있는지, 공감을 전달하려면 어떻게 말해야 하는지‘에 대해 우리에게 익숙한 고전 및 우화, 예화를 통해 부드럽게 풀어간다."
789,791,소강절의 철학,이창일,"소강절의 철학을 설명하고 해석한 책. 북송 시기를 살았던 소강절의 철학이 지닌 현재적 의미를 살펴보고 있다. 먼저 통시적이고 역사적인 측면으로서 철학사, 특히 주자학 형성의 근원이 되는 '주역' 해석의 역사 속에서 그의 위상을 검토하였다. 그리고 그의 철학의 공시적 구조에 대한 탐구를 시도하였다. 설명을 위해서 고전 한문을 현대 한글로 전환하였으며, 해석을 위해서 소강절의 언어와 우리 시대의 언어를 하나로 통합하였다. [양장본]"
790,792,자연 존재론,소광희,자연 존재론에 대한 철학적 성찰을 담은『자연 존재론』. 이 책은 자연존재론을 통해 자연 연구과 철학 사이의 상호관계와 영향에 대하여 논한다. 시대상에 따른 과학의 과제를 겉오하고 과학이 담당한 문제와 해결 과정을 서술하면서 철학적 성찰과 이해가 가능하도록 구성했다.《자연 존재론》은 자연과 철학이 따로 떨어져 있지 않음을 강조하고 자연과 철학이 같은 시대 같은 문화권에 있으면서 어떻게 서로 영향을 주고 받았으며 철학을 통한 과학기술의 위상을 세우고자 한다. 또한 과학의 과제가 무엇인지 조망하고 자연에 대한 인식의 방법과 자연과학을 위한 방법론을 개발하여야 한다고 말한다.
791,793,조선초기 성리학과 역사학,오항녕,"조선초기 사상사에 대한 연구서. 저자는 '성리학'과 '실학'이라는 범주가 단순한 대비 개념을 넘어 상반된 가치 개념으로까지 해석되는 학계의 논의에 찬동하기 어렵다고 말한다. 이 책은 조선초기 학자들이 자신의 기억을 어떻게 복원하고 자신들의 좌표를 성찰해갔는가에 대한 조사이자, 우리들의 기억을 복원하고 좌표를 성찰하려는 뜻을 담고 있기도 하다."
792,794,조선시대 문과백서 상,"송준호, 송만오","조선시대에 실시되었던 모든 문과 시험을 대상으로 각각의 시험이 언제 어떠한 이유로 마련되었으며, 몇 명을 선발하였는지, 또 전시에서의 시험 문제는 무엇이었고, 그리고 각 시험을 진행하는 과정에서 어떤 주목할 만한 사건이 있었는지 등을 설명한 것이다. 조선시대의 문과는 개국 직후인 태조 원년(1392)부터 고종 31년(1894)까지 총 748회가 실시되었다. 전3권 중 상권은 태조 2년(1393)부터 인조 27년(1649)까지 300회 시험에 대한 해설과 급제자 5,729명의 신상 정보를 수록하고 있다."
793,795,영미문학과 디지털 문화,정형철,영미문학과 디지털 문화에 대한 글들을 모은 책. 디지털 시대의 영미문학에 대한 시각문화 혹은 시각적 이미지에 관한 연구를 담고 있다. 저자의 영미문학 강의를 수강하는 학생들이 강의내용을 이해하는 데에도 도움을 준다.
794,796,신화.꿈.신비,미르치아 엘리아데,"세계 곳곳의 다양한 문화 현상을 수집하고 비교하여 세계 문화의 저변에 깔려 있는 근본적인 것, 즉 서양-동양을 넘어서 인류 문화 모두에 존재하는 그 뿌리를 찾아낸 종교학자 엘리아데의 저작. 이 책은 전세계적으로 퍼져 있는 유사한 신화에 접근하여 그 신화에서 파생된 다양한 의례들과 초감각적인 현상들을 수집, 분석한다. 이를 통해 무의식의 역동성과 종교 세계의 구조들 사이의 관계를 끌어낸다. 또한 신화의 구조와 기능 등을 탐지해내고, 신화 속에 깃들인 인간 정신의 원형과 전통 사회에서 주요한 자리를 차지했던 신화의 현대 세계에서의 위치를 흥미롭게 서술한다. 지속적으로 행한 연구를 통해 상징들의 연결 그물망을 따라가 원형을 밝히고, 의미의 바다를 항해하는 약도를 그리는 저자는 사람들이 세계 문화의 근저에 상징적으.."
795,797,종교의 세계,윌리엄 페이든,"'차이' 의 다양성을 인정하고 극복하려는 움직임 중 유용한 것이 바로 '비교' 를 통한 통찰이다. 하지만 종교의 영역에서 서로 다른 종교가 충돌할 때 발생하는 모순과 혼란은 배타적이고 방어적인 자세에서 비롯된 '비교' 로 마무리되어 왔다. 지은이는 과거의 편견에 근거한 자기 보호적 목적과 의도를 가진 비교를 피하면서, 그 차이를 공정하고도 균형있게 다룰 수 있는 비교의 틀을 제공한다. 1부에서는 전통적인 비교 전략들의 문제점을 지적하며 새로운 비교론적 대안을 제시하고, 2부에서는 신화, 의례, 신, 그리고 성/속의 대립 구조로 나누어 교차문화적 비교 범주에 대한 논의를 구체화한다. 이런 논의를 통해 종교를 분석하는 것이 아니라 '종교의 세계' 를 성스러움을 축으로 삶을 구조화하는 하나의 커다란 '세계' 로 .."
796,798,이윤기의 그리스 로마 신화 3,이윤기,"신들의 마음을 연 인간들의 이야기신화 이해에 대한 새로운 지평을 연 신화교양서 <이윤기의 그리스 로마 신화> 시리즈. 기존의 서구 중심의 시각에서 탈피하여, 우리 정서와 상상력으로 그리스 로마 신화를 풀어낸 책이다. 탁월한 이야기꾼이자 신화학자인 이윤기가 신화에 대한 해박함과 막힘 없는 상상력, 감칠맛 나는 입담으로 신화의 세계를 우리 시대에 되살려냈다. 이 책은 신화 이해와 해석에 필요한 12개의 열쇠를 제시하며, 독자들을 신화 읽기의 주인공으로 내세운 창조적 신화 읽기를 시도하고 있다. 특히 신화를 주제로 한 작품들과, 저자가 신화 유적지와 박물관 등을 직접 다니면서 촬영한 현장 사진들을 곳곳에 수록하여, 현대에서도 여전히 살아 숨쉬는 신화의 이미지를 생생하게 전해준다. 제3권에서는『신들의 마.."
797,799,교육자본론,한준상,"교육자본론을 다룬 책. 사회가 교육자본화의 실천적인 가능성을 제공할 수 있음을 '배움'이라는 관점에서 논의하고 있다. 교육자본이 무엇인지를 설명한 후 인적자본, 사회자본, 교육자본 간의 이론적인 연관성을 검토한다. 인간의 배움문제를 개인의 동기 유발 문제로 국한시켜 설명하면서 기존의 학습이론과는 논의의 출발점을 달리하는 '배움학'을 이론적 토대로 삼았다. (2007 문화관광부 우수학술도서)"
798,800,"아버지, 내 삶의 거울",이규보,이 책에는 우리 아버지들의 마음이 담겨 있다. 우리의 옛 문헌에서 우리 아버지들의 소중한 말씀 50여 편을 모았다. 한 편 한 편이 오늘의 우리에게 여전히 삶의 지침이 될 만한 글이다.
799,801,"종교성, 미래 교육의 새로운 패러다임","한명희, 유상덕, 이은선, 고진호, 김관영, 김성숙, 김정규, 박석, 박영만, 신동은, 이거룡, 임재택 외 2명","미래교육의 새로운 패러다임으로 종교성을 제안하는 책. 미래사회와종교성연구원에서 2006년 11월 '대안적 교육과 종교성: 탈산업 미래사회와 교육적 대안'을 주제로 개최한 학술대회의 연구 성과를 다듬어 엮었다. 교육의 출발점으로 인간 내면에 잠재되어 있는 종교성에 새롭게 주목하고, 종교성의 지평에서 교육의 의미를 심층적으로 재조명하면서, 교육의 대안적 구성을 체계적이고 통합적으로 타진하고 있다."
800,802,한국 학교조직 질적 연구,오영재,"한국의 학교조직을 살펴보는 책. 조직구조, 인간자원, 문화, 정치 등 학교조직 연구의 네 가지 접근을 준용하고, 나아가 질적 연구방법 혹은 질적 자료를 활용하여 지난 8년간 연구한 14편의 학술논문을 엮은 것이다. 한국 학교조직 현상에 관한 질적 연구의 체계적 출발점과 미래 방향에 대한 시사점을 제시함으로써 한국 학교조직의 특성을 밝히고 있다."
801,803,육경과 공자인학,남상호,"육경과 공자 인학과의 관계를 밝힌 연구서이다. <시경> <예기> <악경>에서는 공자의 예, 음악, 시문학 등 문화예술관의 근원을, <서경>에서는 공자의 정치관의 근원을, <주역>에서는 인간을 포함한 자연관의 근원을, <춘추>에서는 공자의 역사관의 근원을 각각 살펴보고 그의 인학과의 관계를 파악하고 있다."
802,804,고향의 창조와 재발견,동국대학교문화학술원한국문학연구소,한국문학연구의 여러 다양한 분야에 대한 종합적인 연구자료를 제시하는『한국문학연구신서』시리즈. 제15권 <고향의 창조와 재발견>은 한국문화연구소에서 '고향의 창조와 재발견'이라는 주제로 개최한 국제학술회의의 연구 성과물들을 모아 펴낸 책이다. 제1부에서는 일본 식민지라는 특수한 시대적 상황 속에서 널리 재생된 '고향'의 이미지와 표상을 다루고 있다. 제2부에서는 해방 이후 시기에 나타난 '고향'의 서사를 살펴본다. [양장본]
803,805,학교 평생 교육론,윤여각,"학교평생교육에 대한 이론적 고찰과 현실적 제안들평생교육에 관한 논의를 참조하다 보면, 학교교육과 대비하는 논의를 볼 수 있다. 학교교육과 평생교육의 대비는 평생교육을 학교교육과 같은 교육의 한 유형으로 볼 때 가능한 것이다. 그러나 이 논의에서 이 대비 자체가 얼마나 타당한가에 대한 고민은 찾아보기 어렵다. 이 논의에서는 평생교육이 학교교육이 안고 있는 온갖 문제를 해결할 수 있는 열쇠와 같은 것으로 그려진다. 이 논리를 그대로 따른다고 하더라도 부정적인 모습으로 그려져 있는 학교교육을 그대로 둘 것인가라는 의문은 여전히 남는다. '평생교육법'에서 규정하고 있는 평생교육에 얽매일 때 이 문제는 해결될 수 없다.렝그랑은 평생교육을 교육의 수직적 차원과 수평적 차원을 통합하는 원리로 제시하고 있다. 이러한 논의.."
804,806,들꽃학교 문학시간,이원구,"이원구 수필집. 문학을 사랑하는 소녀들의 아기자기한 이야기와 제자들의 시와 편지, 삶 등을 수록하였다."
805,807,조선 중.후기 지성사 연구,신병주,조선 중ㆍ후기의 지성사를 연구한 책. 조선 중ㆍ후기 사상사를 새로운 관점에서 볼 수 있는 기반을 제공하고자 했다. 조선 중ㆍ후기 사상사의 흐름을 보다 다양하게 해석하고 있다. 이제까지 사상사연구에서 상대적으로 조명을 받지 못한 학자그룹들의 학풍과 사상을 통하여 조선 중ㆍ후기의 사회가 좀 더 다양성을 견지한 사회라는 점과 개방적인 측면이 있음을 조명하였다. [양장본]
806,808,한국적 장르론과 장르 보편성,김창현,"한국적 장르론과 장르보편성에 대한 연구를 담은 책. 제1장에서는 기존의 장르론에 대한 비판적 검토를 거쳐 큰 보편적 장르인 원장르의 개념에 이르는 논리적 과정을 보여준다. 제2장에서는 서사와 극, 그리고 서정의 장르성이 구체적인 역사적 장르와 작품에서 어떻게 구현되는지 살펴보고 있다. 제3장에서는 장르의 존재방식에 대한 이해가 어떻게 예술적 창조의 문제와 맞닿아 있는지 보여준다."
807,809,뇌의 충돌과 문명의 충돌,김상일,"[머리말]이 책에서는 동북아 문명권에서 생긴 균열, 특히 중국과 한국의 문화적ㆍ문명적 괴리를 뇌의 충돌 차원에서 고찰했다. 중국이 펼치고 있는 동북공정의 논리적 오류를 지적하는 일이 현실적으로 필요하지만, 궁극적으로는 뇌와 지구가 서로 유비적 관계에 있는 한, 뇌가 조화롭듯이 우리도 서로 화목하고 조화롭게 살아야 함을 강조하고자 했다. [양장본]"
808,810,르네상스 예술에서 괴테를 읽다,김선형,"적극적인 〈괴테 읽기〉, 입체적인 〈괴테 보기〉!르네상스 예술 속에 괴테 비치고, 괴테 안에 르네상스 예술 숨쉬다!『르네상스 예술에서 괴테를 읽다』. 전통적이고 규범적인 〈괴테 읽기〉에서 한 걸음 벗어나 괴테를 바라보는 책. 이 책은 작품 자체를 분석하기보다는 작품의 창조 과정을 따라간다. 괴테의 문학 작품과 고대, 르네상스 예술과의 관련성을 꾸준히 연구한 저자가 그 간의 결과물을 한 권의 책으로 엮은 것이다.이 책은 시대를 뛰어넘는 명작으로 불리는 괴테 문학의 콘텐츠가 어떤 과정을 거쳐 채워졌는지 들여다보는 일은 적극적인 괴테 읽기이자 입체적인 괴테보기이다. 인류가 생산한 예술이 서로 영향을 주고받으며 더 높은 경지를 창조해 가는 시너지 효과의 결정적 단면을 살핀다. 대문호의 창조적 과정을 통해 우리 예술.."
809,811,"우리와 그들, 무리짓기에 대한 착각",데이비드 베레비,"인간의 '무리짓기'에 대한 흥미진진한 연구서!인간은 서로 비슷한 사람들이 한 무리가 되는 것이 아니라, 한 무리가 되고 나서 서로 비슷해진다는 것을 보여주는 책이다. 저자는 인간 부류 형성에서 우리가 어떤 사람이냐가 아닌, 어떤 상황에 놓여 있느냐가 더 중요하다고 주장한다. 한 인간을 단 하나의 부류로 규정하는 것이 가능하지 않음을 다양한 연구들을 통해 증명하고 있다.이 책은 집단 정체성이라는 문제를 과학적으로 풀어낸다. 저자는 인류학에서 신경과학까지 여러 분야의 새로운 발견들을 제시하면서 '부족적' 감각이 우리 삶의 모든 국면에서 표현되는 인간 본성의 일부라고 말한다. 그리고 이러한 부족적 감각이 우리의 삶과 기회들을 형성하는 데 어떤 영향을 미쳤는지 그 결과들을 살펴보고 있다. 또한 어떻게 하면 부족적 .."
810,812,영미 명작 좋은 번역을 찾아서 1,영미문학연구회,"한국의 영미문학 번역 현실을 점검하고 신뢰할 만한 번역본을 선별하려는 목적으로 기획된 것으로, 영미문학연구회 소속 연구자 44명이 1년 반 걸친 공동작업 끝에 완성한 것이다. 해방 이후 남한에서 2003년 7월 31일까지 발간돤 영미문학작품 중에서 명작으로 평가받고 한국독자들에게 널리 읽힌 36편의 완역본을 대상으로, 각 작품의 전반적인 번역현황을 정리, 진단하는 한편 각 번역본의 번역 수준과 특성을 상세히 분석,평가하고 있다."
811,813,최면과 최면치료,설기문,"기존의 어떤 상담, 치료보다 시간이나 비용면에서 절약적이고 효과적인 치료법 중 하나인 최면치료의 이론과 다양한 기법을 소개한 지침서. 최면에 대한 기초부터 최면 현상의 특징, 최면감수성과 최면의 개인차 등을 탐구하고 최면의 원리와 깊이,잠재의식의 정의,프로이트 이후의 최면치료,주요 최면 유도기법 등 최면유도의 실제를 총 8장에 나눠 엮었다."
812,814,과학과 종교 사이에서,김용준,"과학과 종교의 통합적 인식을 향한 원로 과학인 김용준의 치열한 연구 궤적을 담은 책. 신과학운동을 주도하며 인문학과 자연과학의 소통과 통합을 모색해온 저자가 지난 40여 년간 연구한 내용들을 통합적으로 정리하였다. 현대과학의 결실에 대한 주요한 논쟁들을 아우르고 과학, 종교, 철학, 윤리학이 연관된 총체적인 질문들을 던지고 있다.종교와 과학의 관계를 새롭게 정립하는 이 책은 '인간이란 무엇인가'라는 근본적인 질문에서 시작하여 역사학, 인류학, 신학, 윤리학, 존재론의 성찰을 받아들이고 동물행동학, 생명과학, 우주학, 인지과학 분야의 과학적 발견들을 참조하며 다시 신의 문제로 돌아온다. 모든 학문의 역사를 통틀어 주요한 통찰을 제공한 학자들과 저서들을 폭넓게 다룸으로써 종교와 과학의 문제가 우리 자신을 근본적.."
813,815,김광균연구,김학동,"김광균 작품에 대한 면밀하고 체계있는 분석과 평가, 생애에 대한 실증적인 연구를 담은 책. 김광균의 시세계를 통시적인 차원에서 검토하는 것은 물론, 모티프에 의한 시적 형상화, 시론과 화론을 통한 한국적 모더니즘의 경향과 한계점, 그의 생애와 시작 및 비평활동 등을 실증적 차원에서 면밀하게 규명하여 그 실체를 낱낱이 해부했다."
814,816,클레오파트라의 바늘,김경임,"루브르와 대영 박물관에 전시된 문화재 속에 감춰진 약탈과 탐욕!세계 문화유산 약탈사를 샅샅이 파헤친다! 『클레오파트라의 바늘 | 세계 문화유산 약탈사』. 이집트, 그리스, 로마, 메소포타미아, 제국주의의 군홧발에 짓밟힌 고대 문명의 문화유산들. 그리고 강대국에 의해 샅샅이 파헤쳐진 우리 문화재들. 다른 나라의 문화유산을 유린하고도 반환을 거부하는 박물관들의 탐욕을 들여다본다.이 책은 헨던슨 컬렉션을 비롯해 루브루나 대영 박물관이 소장하고 있는 세계 유명 약탈 문화재 29선을 다루고 있다. 외교관으로서 오랫동안 문화재 반환 문제에 천착해 온 저자의 경험과 연구 성과가 녹아져 있다. 우리는 이 책을 통해 세계적인 유명 박물관에 전시된 유물들의 화려함 뒤에 감춰진 문화재 약탈과 박물관들의 탐욕의 역사를 여과 없이.."
815,817,평행과 역설,"에드워드 사이드, 다니엘 바렌보임","1995년 10월 콜롬비아 대학교의 밀러극장에서 이루어진 첫번째 대담, 1999년 8월에 독일의 바이마르와 뉴욕에서 이루어진 두번째 대담이 담겨진 책이다. 바렌보임과 구젤미리안 등 평행과 역설에 대해 녹음테이프에 담긴 그들의 음성이 텍스트화 되어 출간됐다. 진성성과 극단의 미학, 바그너에 대한 주제로 진행된 대담을 나타냈다."
816,818,한국 중세 유교정치사상사론 1,김준석,"고(故) 김준석 교수의 유고집 제2권. 김준석 교수의 한국유학사, 한국중세사상사를 바라보는 문제의식, 현대적 관점이 투영된 글들을 담았다. 중세사상사의 전반적인 흐름과 특정 주제 및 인물에 대한 사상사적 의의, 그리고 유학에 관한 시론적인 관점 등을 다루고 있다. 이를 통해 한국사연구자로서 교육자로서 혼신을 다하며 한국사 이해의 폭과 깊이를 확장하고자 했던 김 교수의 학문적 깊이와 문제의식을 객관적으로 확인할 수 있다."
817,819,인문학의 수사학적 탐구,전성기,"인문학의 수사학적 탐구를 시도한 책. 텍스트나 담론 중심의 현대 인식론적 환경 속에서 전통적 수사학을 재조명하고 인문학의 제 연구방법론들을 통합적으로 이해하고자 하는 '탐구의 수사학'을 방법론적 기초로 삼고 있다. 언어학, 번역/번역학에 대한 수사학적 탐구, '한국의 수사적 전통'과 '학문적 글쓰기의 임상수사학적 탐구'로 이어지는 인문학적 담론들의 수사학적 분석과 이해의 여정으로서의 이 책은 '명제론적 이성', 모든 필연성ㆍ명증성의 철학을 지양하고 인문과학의 제 학문 간의 통합적 사고를 제안한다."
818,820,염상섭 소설어사전,곽원석,"혹자는 염상섭 소설을 '순수 국어의 보고'로 규정한 적이 있다 이것은,염상섭이 경아리를 통해 서울 중류계층의 삶을 실감나게 드리고 있으며,어느 누구도 흉내낼 수 없는 지방어의 독특한 소설적 효과를 보여주고 있음에 주목한 평가였다. 실제로 순수국어의 문학어 정착에 기여한 염산섭의 공적은 결코 적은 것이 아니다. 그러나 그의 소설 어휘를 연구할 때,수많은 한자어의 구사,시대변화에 따른 다양한 외래어/외국어의 수용,그리고 의성어/의태어 활용의 문제들도 함께 검토되지 않으면 안 된다. 왜냐하면 한 작가의 소설어에는 '구체적 생활감각이나 당대적 문화 양상'이 여러 가지 측면으로 수용되고 있기 때문이다. 이 책은 이점을 분명히 확인시켜 준다."
819,821,동물원의 탄생,니겔 로스펠스,"이 책은 독일 하겐베크 동물원의 역사를 통해 과학, 오락, 교육과 '노아의 방주' 역할을 수행하고 있는 현대 동물원의 기원과 동물원이 우리에게 무엇인지 이야기한다.귀족들의 부와 명성을 알리기 위해 만들어졌던 미네저리에서 이국적인 동물들과 사람들의 새로움을 만나는 동물공원으로, 천적이라는 말이 무색하게 만드는 서커스에서 종의 보존을 위해 노력하는 현대 동물원까지의 역사를 통해 '동물들'과 자신과 다르게 생긴 '사람들'을 본다는 것이 어떤 의미가 있는지를 고찰한다."
820,822,헤겔 예나 시기 정신철학,게오르크 빌헬름 프리드리히 헤겔,"'예나 시기'는 헤겔이 1801년부터 1806년까지 예나 대학에서 강의하며 자신의 정신철학을 확립하던 때이다. 이 시기에 헤겔은 1803~1804년, 1805~1806년에 걸쳐 강의를 목적으로 원고를 작성했는데, 이 책은 그 강의 원고를 우리말로 옮긴 것이다. 호프마이스터 판의 <예나의 실재철학>, 학술원 판 헤겔 전집의 <예나 체계기획 I>, <예나 체계기획 III>에서 정신철학에 해당하는 부분만 따로 모아 번역했다.헤겔의 정신철학이 사변에 머물지 않고 구체적 현실에 발을 딛고 있음을 보여주고, 이 시기에 언급한 '언어', '인륜성', '가족' 등의 개념을 통해 이후 헤겔의 철학 체계를 조망할 수 있도록 했다. 정확한 이해를 돕기 위해 본문과 역주에 상세한 설명과 책 말미에.."
